#ID,Type_MiKu,ItemType,EquipmentSlotType,Name [JA],Name [EN],Rarity,Grade,Physical Attack,Magical Attack,Range Distance,Special Performance,Durability,Hardness,Weight,Slash,Strike,Pierce,checkup,Bonus Tolerance,FIG,THI,MAG,PRI,SAM,NIN,BIS,LOR,CLO,ALC,Occupations,HP,MP,STR,VIT,DEX,AGI,INT,PIE,LUK,Poison,Paralysis,Stone,Faint,Blind,Sleep,Silent,Charm,Confus ,Fear,Fire Def,Water Def,Wind Def,Earth Def,Light Def,Dark Def,Fire Atk,Water Atk,Wind Atk,Earth Atk,Light Atk,Dark atk,Sellable,Tradable,NEW,Lootable,Blessable,Cursable,Lower Limit,Upper Limit,required_str,required_vit,required_dex,required_agi,required_int,required_pie,required_luk,required_soul_level,required_alignment,required_human,required_elf,required_dwarf,required_gnome,required_porkul,required_gender,When Equipped [JA],When equipped [EN],Positive Effect,Abnormal State [JA],Abnormal State [EN],Abnormal State [JA] (text),Abnormal State [EN] (text),Status Effect,Comment [JA],Comment [EN],Obtained [JA],Obtained [EN],Note [JA],Note [EN],Collation [JA],Collation [EN],Evidence,
520207,Feet,SABATONS,FEET,【RD】クロッグ,[RD] Clogs,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520301,shoes,SABATONS,FEET,エンチャントブーツ,Enchanted Boots,Normal,2,6,12,0,0,40,1,0.40,20,40,40,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520302,Feet,SABATONS,FEET,ウィザードブーツ,Wizard Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520303,Feet,SABATONS,FEET,アデプトブーツ,Adept Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520304,Feet,SABATONS,FEET,リベイションブーツ,Libation Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520305,shoes,SABATONS,FEET,ヘヴィブーツ,Heavy Boots,Normal,4,6,3,0,0,45,1,1.00,20,40,40,ok,-1,0,1,1,0,0,1,1,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,A,
520306,shoes,SABATONS,FEET,丈夫なエンチャントブーツ,Sturdy Enchanted Boots,Normal,4,7,14,0,0,40,1,0.40,20,40,40,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520307,shoes,SABATONS,FEET,ホーリーネスブーツ,Holiness Boots,Master,14,35,30,0,0,40,1,0.40,20,40,40,ok,36,0,0,1,1,0,0,1,0,0,1,588,20,20,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,詠唱速度上昇,Increased casting speed,TRUE,,,,,0%,,,,,,,,,E,
520308,shoes,SABATONS,FEET,まじないのブーツ,Charmed Boots,Normal,10,21,22,0,0,40,1,0.40,20,40,40,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520309,shoes,SABATONS,FEET,ダークエレメンタルブーツ,Dark Elemental boots,Master,22,70,67,0,0,40,1,0.40,40,40,20,ok,40,0,1,1,1,0,1,1,0,1,1,878,40,10,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,-1,0,0,0,0,0,0,0,0,,1,0,0,0,0,M,,,FALSE,,,,,0%,,,,,[未鑑定] ？温度の変わる靴,[Unidentified]? Shoes that change of temperature,,,E,
520310,shoes,SABATONS,FEET,ディフツィートブーツ,Diffusion Tze door boots,Normal,20,54,49,0,0,40,1,0.50,20,40,40,ok,-1,0,1,1,1,0,1,1,0,1,1,878,10,15,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520311,Feet,SABATONS,FEET,【RD】エンチャントブーツ,[RD] enchanted boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520401,shoes,SABATONS,FEET,ハイクロッグ,High Clogs,Good,8,20,19,0,0,10,1,0.40,40,30,30,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520402,shoes,SABATONS,FEET,クールデュークロッグ,High Clogs 2,Normal,14,29,27,0,0,15,1,0.40,40,30,30,ok,-1,0,1,1,1,0,1,1,0,1,1,878,5,15,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,1,1,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,38,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520403,Feet,SABATONS,FEET,ハイクロッグ3,High Clogs 3,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520404,Feet,SABATONS,FEET,ハイクロッグ4,High Clogs 4,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520405,shoes,SABATONS,FEET,呪術師の靴,Sorcerer Shoes,Master,10,25,20,0,0,10,1,0.40,40,30,30,ok,34,0,0,1,0,0,0,1,0,0,1,580,-20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,27,-1,0,0,0,0,0,0,0,5,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,E,
520406,shoes,SABATONS,FEET,丈夫なハイクロッグ,Sturdy High Clogs,Normal,10,22,20,0,0,10,1,0.40,40,30,30,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,27,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520407,Feet,SABATONS,FEET,ディバイナリブーツ,Di binary boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520408,shoes,SABATONS,FEET,マジカルシューズ,Magical Shoes,Normal,16,34,31,0,0,15,1,0.40,40,30,30,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,42,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520409,shoes,SABATONS,FEET,ストラトブーツ,Stratford boots,Master,18,49,45,0,0,15,1,0.60,40,30,30,ok,38,0,1,1,1,0,1,1,0,1,1,878,0,40,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,E,
520410,shoes,SABATONS,FEET,ファントムブーツ,Phantom boots,Normal,21,57,50,0,0,10,1,0.60,40,40,20,ok,-1,0,1,1,1,0,1,1,0,1,1,878,10,20,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,52,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,A,
520411,Feet,SABATONS,FEET,【RD】ハイクロッグ,[RD] high Clogs,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520412,shoes,SABATONS,FEET,ウィッチブーツ,Witch boots,Normal,24,74,71,0,0,10,1,0.40,40,30,30,ok,31,0,1,1,1,0,1,1,0,1,1,878,0,40,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,E,
520501,shoes,SABATONS,FEET,スカラーブーツ,Scholar Boots,Good,6,19,18,0,0,47,1,0.40,20,40,40,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520502,Feet,SABATONS,FEET,ミスティックブーツ,Mystic Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520503,Feet,SABATONS,FEET,ホーリーブーツ,Holy Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520504,Feet,SABATONS,FEET,セイジズブーツ,Sage's Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520505,Feet,SABATONS,FEET,ワイズブーツ,Wise Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520506,shoes,SABATONS,FEET,ウルカシューズ,Uruka shoes,Normal,18,43,39,0,0,48,1,0.50,20,40,40,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,25,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,46,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,,
520507,shoes,SABATONS,FEET,ソンジュシューズ,Sonju shoes,Normal,25,84,80,0,0,48,1,1.00,20,40,40,ok,32,0,1,1,1,0,1,1,0,1,1,878,20,40,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,60,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,E,
520601,Feet,SABATONS,AVATAR_FEET,★シーブルブーツ,★Thieval Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520602,Feet,SABATONS,AVATAR_FEET,★レッドソイルブーツ,★Red Soil Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520603,Feet,SABATONS,AVATAR_FEET,★メィラーノブーツ,★Thieval Boots (Red),None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520604,Feet,SABATONS,AVATAR_FEET,★シーブルブーツ【青】,★Thieval Boots (Blue),None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520605,Feet,SABATONS,AVATAR_FEET,★シーブルブーツ【緑】,★Thieval Boots (Green),None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520701,Feet,SABATONS,AVATAR_FEET,★マギサクロッグ,★Magisa ClogsNA,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520702,Feet,SABATONS,AVATAR_FEET,★オポシティフォリアクロッグ,★Magisa Clogs (Purple),None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520703,Feet,SABATONS,AVATAR_FEET,★マギサクロッグ【緑】,★Magisa Clogs (Green),None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520704,Feet,SABATONS,AVATAR_FEET,★マギサクロッグ【橙】,★Magisa Clogs (Orange),None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520705,Feet,SABATONS,AVATAR_FEET,★マギサクロッグ【黒】,★Magisa Clogs (Black),None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520751,Feet,SABATONS,AVATAR_FEET,★マギサクロッグNA,★Magisa Clogs,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520801,shoes,SABATONS,FEET,ステップシューズ,Platform Shoes,Master,13,34,24,0,0,13,1,0.40,20,40,40,ok,-1,0,0,1,1,0,0,1,0,0,1,588,20,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,36,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,ステップ時消費 OD 減少,Step at the time consumption OD decrease,TRUE,,,,,0%,,,,,,,,,,
520802,Feet,SABATONS,FEET,【夢魔の】ステップシューズ,[Of Muma] step shoes,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520804,shoes,SABATONS,FEET,オーグメントシューズ,Oh segment shoes,Other,1,141,134,0,0,13,1,0.40,20,40,40,ok,0,0,1,1,1,0,1,1,0,1,1,878,30,50,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,40,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,[キャンペーン] ラストカムバック・新規登録キャンペーン,[Campaign] last comeback and new registration campaign,[ジェムソケット固定] △○◇,[Gem socket retaining] △ ○ ◇,,,E,
520810,shoes,SABATONS,FEET,プロフェットブーツ,Prophet Boots,Master,11,30,27,0,0,13,1,0.40,20,40,40,ok,35,0,0,1,1,0,0,1,0,0,1,588,0,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,30,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,E,
520811,Feet,SABATONS,FEET,【RD】プロフェットブーツ,[RD] Prophet boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
520812,shoes,SABATONS,FEET,クレディトフット,Credito foot,Normal,24,73,70,0,0,13,1,0.40,20,40,40,ok,31,0,1,1,1,0,0,1,0,1,1,846,20,40,0,0,1,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,0%,,,,,,,,,E,
520901,shoes,SABATONS,FEET,レディアンスシューズ,Robe 5 Shoes,Master,20,60,54,0,0,48,1,0.40,20,40,40,ok,-1,0,1,1,1,0,1,1,0,1,1,878,35,35,0,3,3,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,50,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,ダンジョントラップのダメージ減少,Damage reduction of dungeon trap,TRUE,,,,,0%,,,,,,,,,,
521001,Feet,SABATONS,FEET,ワイズスーツ靴,Wise Suit Shoes,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
521002,Feet,SABATONS,AVATAR_FEET,★ヴェールメイガス・ブーツ,★ veil Magus Boots,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
521101,Feet,SABATONS,FEET,プリーストローブ靴,Priest Robe Shoes,None,0,0,0,0,0,0,0,0.00,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,FALSE,,,,,,,,,,,,,,,
521201,shoes,SABATONS,FEET,エンヴィウスシューズ,Foot Tunic Foot,Master,17,45,42,0,0,10,1,0.40,40,30,30,ok,-1,0,1,1,1,0,1,1,0,1,1,878,0,45,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,44,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,MP 減少につれ魔法攻撃力上昇,Magic attack force increase as the MP reduction,TRUE,,,,,0%,,,,,,,,,,
521202,shoes,SABATONS,FEET,アニュアクロッグ,Anyua Clogs,Master,24,85,81,0,0,20,1,0.40,40,30,30,ok,41,0,1,1,1,0,1,1,0,1,1,878,30,50,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,58,-1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,MP 減少につれ詠唱時間短縮,Casting time shortened as the MP reduction,TRUE,,,,,0%,,,,,,,,,E,
