#,#識別情報,,,,,,,,,,,,,,良/悪,任意にはずせるか,上書き効果,,,状態異常種別,,,,特殊エリアに表示,装備バフか,
#,#serialid,ゲーム内名称,,アイコンID,ログID,死亡時のログID,ステルス時ログID,エフェクトID,モーション停止,足跡無効,ブライトのライト,追加トレイル(物理系)エフェクトID,保険護符(装備),効果重複時ログID,,,,エフェクトログID,,,チェンジマップ時エフェクト再生無効,画面効果,アクションボタン強制有効,,,
#,#:6000個まで,通常時,ゲーム内説明,,,,,,,,,,,,,,,,付与効果時,,,,,,,
#,#,,,,,,自動計算,,,,,,,,,,,,,,,,,,,
#,1,,,,,,,,,,,,,,5,6,9,,,4,,,,,,
#,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,
42251,蘇生系スキル消費ＭＰ減少,<color PARAM_UP>蘇生系スキル消費ＭＰ減少</color>,103022,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42261,蘇生系スキル消費ＯＤ減少,<color PARAM_UP>蘇生系スキル発動時消費ＯＤ減少</color>,103022,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42281,蘇生系スキル消費ＭＰ・ＯＤ減少,<color PARAM_UP>蘇生系スキル消費ＭＰ・ＯＤ減少</color>,103022,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42351,蘇生系スキルクールタイム短縮,<color PARAM_UP>蘇生系スキルクールタイム短縮</color>,103022,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42451,蘇生系スキル詠唱速度上昇,<color PARAM_UP>蘇生系スキル詠唱速度上昇</color>,103022,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42452,蘇生系スキル詠唱速度上昇,<color PARAM_UP>蘇生系スキル詠唱速度上昇</color>,103022,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42453,PRI職業特性蘇生スキルの詠唱時間短縮Ｌｖ1,PRI職業特性蘇生スキルの詠唱時間短縮Ｌｖ1,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42454,PRI職業特性蘇生スキルの詠唱時間短縮Ｌｖ2,PRI職業特性蘇生スキルの詠唱時間短縮Ｌｖ2,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42455,PRI職業特性蘇生スキルの詠唱時間短縮Ｌｖ3,PRI職業特性蘇生スキルの詠唱時間短縮Ｌｖ3,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42461,PRI職業特性プリースト魔法攻撃スキル威力上昇Lv１,PRI職業特性プリースト魔法攻撃スキル威力上昇Lv１,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42471,PRI職業特性蘇生スキルの再詠唱時間短縮Lv1,PRI職業特性蘇生スキルの再詠唱時間短縮Lv1,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42472,BIS職業特性蘇生スキルの再詠唱時間短縮Lv1,BIS職業特性蘇生スキルの再詠唱時間短縮Lv1,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42551,蘇生の秘法,<color PARAM_UP>蘇生系魔法詠唱速度上昇</color>／<color PARAM_UP>蘇生系クールタイム短縮</color>／<color PARAM_UP>蘇生系魔法消費ＭＰ減少</color>,103022,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42552,恩寵,<color PARAM_UP>蘇生系魔法速度上昇</color>／<color PARAM_UP>蘇生系魔法成功率上昇</color>／<color PARAM_DN>蘇生系魔法クールタイム延長</color>,103022,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42553,蘇生系魔法スキルクールタイム短縮,<color PARAM_UP>蘇生系魔法スキルクールタイム短縮</color>,105017,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42651,補助系スキル消費ＭＰ減少,<color PARAM_UP>補助系スキル消費ＭＰ減少</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42661,補助系スキル消費ＯＤ減少,<color PARAM_UP>補助系スキル発動時消費ＯＤ減少</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42681,補助スキル消費ＭＰ・ＯＤ減少,<color PARAM_UP>補助系スキル消費ＭＰ・ＯＤ減少</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42751,補助スキルクールタイム短縮,<color PARAM_UP>補助系スキルクールタイム短縮</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42752,BIS職業特性補助スキル詠唱時間短縮Ｌｖ1,BIS職業特性補助スキル詠唱時間短縮Ｌｖ1,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42753,BIS職業特性補助スキル詠唱時間短縮Ｌｖ2,BIS職業特性補助スキル詠唱時間短縮Ｌｖ2,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42754,BIS職業特性補助スキル詠唱時間短縮Ｌｖ3,BIS職業特性補助スキル詠唱時間短縮Ｌｖ3,,,,,,,,,,,1,GOOD,0,1,,,,,,,,,
42851,補助系スキル詠唱速度上昇,<color PARAM_UP>補助系スキル詠唱速度上昇</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42861,祈祷,<color PARAM_UP>補助スキルの効果時間延長</color>／<color PARAM_DN>補助スキルのクールタイムの延長</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
42862,補助系スキル効果時間延長,<color PARAM_UP>補助スキルの効果時間延長</color>,101002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
43051,妨害系スキル消費ＭＰ減少,<color PARAM_UP>妨害系スキル消費ＭＰ減少</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
43052,妨害系スキル消費ＭＰ減少,<color PARAM_UP>妨害系スキル消費ＭＰ減少</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
43061,妨害系スキル消費ＯＤ減少,<color PARAM_UP>妨害系スキル発動時消費ＯＤ減少</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
43181,妨害系スキル消費ＭＰ・ＯＤ減少,<color PARAM_UP>妨害系スキル消費ＭＰ・ＯＤ減少</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
43251,妨害系スキルクールタイム短縮,<color PARAM_UP>妨害系スキルクールタイム短縮</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
43252,セイクリッドバリアのクールタイム短縮,<color PARAM_UP>セイクリッドバリアのクールタイム短縮</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
43351,妨害系スキル詠唱速度上昇,<color PARAM_UP>妨害系スキル詠唱速度上昇</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
44051,継続スキルOD消費減少,<color PARAM_UP>継続スキルOD消費減少</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
44052,継続スキルOD消費減少,<color PARAM_UP>継続スキルOD消費減少</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
44053,継続スキルOD消費減少,<color PARAM_UP>継続スキルOD消費減少</color>,104002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
44151,スキル発動時確率でMP消費0,<color PARAM_UP>スキル発動時確率でMP消費0</color>,301002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
#44152,スキル発動時確率でMP消費0,<color PARAM_UP>スキル発動時確率でMP消費0</color>,301002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
44351,スキル発動時確率でOD消費0,<color PARAM_UP>スキル発動時確率でOD消費0</color>,301002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
#44352,スキル発動時確率でOD消費0,<color PARAM_UP>スキル発動時確率でOD消費0</color>,301002,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
45301,移動停止,<color PARAM_DN>移動停止</color>,503001,2,,2,,,,,,,1,BAD,0,0,,,BIND,,,,,,
45302,移動停止,<color PARAM_DN>移動停止</color>,503001,2,,2,,,,,,,1,BAD,0,0,,,BIND,,,,,,
45303,移動停止,<color PARAM_DN>移動停止</color>,503001,2,,2,,,,,,,1,BAD,0,0,,,BIND,,,,,,
45304,移動停止,<color PARAM_DN>移動停止</color>,503001,2,,2,,,,,,,1,BAD,0,0,,,BIND,,,,,,
45305,移動停止,<color PARAM_DN>移動停止</color>,503001,2,,2,,,,,,,1,BAD,0,0,,,,,,,,,
45306,鍔迫り合い,<color PARAM_DN>移動停止</color>,503001,2,,2,,,,,,,1,NONE,0,0,,,,,,,,,
45401,行動停止,<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>抜刀禁止</color>／</br><color PARAM_DN>スキル使用禁止</color>／<color PARAM_DN>アイテム使用禁止</color>,503002,1,,1,2,,,,,,1,BAD,0,0,,,BIND,,,,,,
45411,縛印,<color PARAM_DN>アイテム使用禁止</color>,503002,1,,1,,,,,,,1,NONE,0,1,,,,,,,,,
45412,粘着,<color PARAM_DN>移動速度低下</color>／<color PARAM_DN>ステップ・ジャンプ禁止</color>,503001,,,,,,,,,,1,NONE,0,0,,,,,,,,,
45413,粘着,<color PARAM_DN>移動速度低下</color>／<color PARAM_DN>ステップ・ジャンプ禁止</color>／<color PARAM_DN>スキル使用禁止</color>,503001,,,,,,,,,,1,NONE,0,0,,,,,,,,,
45421,移動停止,<color PARAM_DN>移動停止</color>,503001,1,,1,,,,,,,1,BAD,0,0,,,BIND,,,,,,
45422,移動停止,<color PARAM_DN>移動停止</color>,503001,1,,1,,,,,,,1,BAD,0,0,,,BIND,,,,,,
45451,ガード禁止,<color PARAM_DN>ガード禁止</color>,503002,1,,1,,,,,,,1,BAD,0,1,,,,,,,,1,
45501,移動速度低下＆行動停止,<color PARAM_DN>移動速度低下</color>／<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>抜刀禁止</color>／</br><color PARAM_DN>スキル使用禁止</color>／<color PARAM_DN>アイテム使用禁止</color>,503003,1,,1,2,,,,,,1,BAD,0,0,,,BIND,,,,,,
45502,移動速度低下＆行動停止,<color PARAM_DN>移動速度低下</color>／<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>抜刀禁止</color>／</br><color PARAM_DN>スキル使用禁止</color>／<color PARAM_DN>アイテム使用禁止</color>,503003,1,,1,2,,,,,,1,BAD,0,0,,,BIND,,,,,,
45503,マニフォ,<color PARAM_DN>移動速度低下</color>／<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>抜刀禁止</color>／</br><color PARAM_DN>スキル使用禁止</color>／<color PARAM_DN>被ダメージ増加</color>,503003,1,,1,2,,,,,,1,BAD,0,0,,,BIND,,,,,,
45504,サクリファイス,<color PARAM_DN>移動停止</color>／<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>スキル使用禁止</color>,503001,1,,1,2,,,,,,1,NONE,0,1,,,BIND,,,,,,
45505,寄生,<color PARAM_DN>移動停止</color>／<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>スキル使用禁止</color>,503001,,,,,,,,,,,NONE,0,1,,,BIND,,,,,,
45506,,,,,,,,,,,,,,NONE,0,1,,,,,,,,,
45507,,,,,,,,,,,,,,NONE,0,0,,,,,,,,,
45508,拘束,<color PARAM_DN>移動速度低下</color>／<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>抜刀禁止</color>／</br><color PARAM_DN>スキル使用禁止</color>／<color PARAM_DN>アイテム使用禁止</color>,503001,1,,1,,,,,,,1,NONE,0,1,,,,,,,,,
45511,凍結,<color PARAM_DN>移動停止</color>／<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>抜刀禁止</color>／</br><color PARAM_DN>スキル使用禁止</color>／<color PARAM_DN>アイテム使用禁止</color>,503003,1,,1,2,,,,,,1,BAD,0,0,,,BIND,,,,,,
45512,凍結,<color PARAM_DN>移動速度低下</color>／<color PARAM_DN>攻撃禁止</color>／<color PARAM_DN>抜刀禁止</color>／</br><color PARAM_DN>スキル使用禁止</color>／<color PARAM_DN>アイテム使用禁止</color>,503003,1,,1,2,,,,,,1,BAD,0,0,,,BIND,,,,,,
45513,全行動不可＆時間経過ダメージ,<color PARAM_DN>全行動不可</color>／時間経過ダメージ,503003,1,,1,2,,,,,,1,NONE,0,2,,,,,,,,,
45601,確率で物理攻撃一定値無効化,<color PARAM_UP>確率で物理攻撃一定値無効化</color>,301002,1,,1,,,,,,,1,GOOD,0,1,74,,,,,,,1,
45602,確率で物理攻撃一定値無効化,<color PARAM_UP>確率で物理攻撃一定値無効化</color>,301002,1,,1,,,,,,,1,GOOD,0,1,74,,,,,,,1,
45603,確率で物理攻撃一定値無効化,<color PARAM_UP>確率で物理攻撃一定値無効化</color>,301002,1,,1,,,,,,,1,GOOD,0,1,74,,,,,,,1,
45641,確率で物理攻撃一定値無効化,<color PARAM_UP>確率で物理攻撃一定値無効化</color>,301002,1,,1,,,,,,,1,GOOD,0,1,84,,,,,,,1,
45642,確率で魔法攻撃一定値無効化,<color PARAM_UP>確率で魔法攻撃一定値無効化</color>,301002,1,,1,,,,,,,1,GOOD,0,1,84,,,,,,,1,
46101,確率で火属性吸収,,103015,,,,,,,,,,1,GOOD,0,1,13,,,,,,,1,
46151,確率で闇属性吸収,,103030,,,,,,,,,,1,NONE,0,0,63,,,,,,,1,
46291,確率で魔法攻撃反射,,105010,,,,,,,,,,1,NONE,0,0,111,,,,,,,1,
46292,確率で魔法攻撃反射,,105010,,,,,,,,,,1,NONE,0,0,111,,,,,,,1,
46351,虹輝,<color PARAM_UP>属性被ダメージ時属性強化</color>,105010,1,,1,,,,,,,1,NONE,0,1,,,,,,,,1,
46352,適応,<color PARAM_UP>属性被ダメージ時、同属性被ダメージ減少</color>,105010,1,,1,,,,,,,1,NONE,0,1,,,,,,,,1,
46353,確率で物理・魔法攻撃吸収,<color PARAM_UP>確率で物理攻撃吸収</color>／<color PARAM_UP>確率で魔法攻撃吸収</color>,105044,1,,1,,,,,,,1,GOOD,0,1,93,,,,,,,1,
50001,頑強　Lv1,頑強　Lv1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50002,頑強　Lv2,頑強　Lv2,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50003,闘争心　Lv1,闘争心　Lv1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50004,闘争心　Lv2,闘争心　Lv2,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50005,敏捷　Lv1,敏捷　Lv1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50006,敏捷　Lv2,敏捷　Lv2,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50007,知識の探求　Lv1,知識の探求　Lv1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50008,知識の探求　Lv2,知識の探求　Lv2,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50009,信仰心　Lv1,信仰心　Lv1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50010,信仰心　Lv2,信仰心　Lv2,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50011,毒耐性　Ｌｖ1,毒耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50012,睡眠耐性　Ｌｖ1,睡眠耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50013,麻痺耐性　Ｌｖ1,麻痺耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50014,石化耐性　Ｌｖ1,石化耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50015,沈黙耐性　Ｌｖ1,沈黙耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50016,魅了耐性　Ｌｖ1,魅了耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50017,混乱耐性　Ｌｖ1,混乱耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50018,気絶耐性　Ｌｖ1,気絶耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50019,恐怖耐性　Ｌｖ1,恐怖耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50020,暗闇耐性　Ｌｖ1,暗闇耐性　Ｌｖ1,,,,,,,,,,,1,GOOD,1,1,,,,,,,,,
50100,HP10回復,HP10回復,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50101,HP30回復,HP30回復,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50102,HP50回復,HP50回復,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50103,試供品ヒールポーション,試供品ヒールポーション,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50104,ヒールポーション,ヒールポーション,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50105,ミドルヒールポーション,ミドルヒールポーション,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50106,傷薬,傷薬,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50107,ビギナーズポーション,ビギナーズポーション,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50108,マテリアルポーションＤＸ,マテリアルポーションＤＸ,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50109,ラバディ,ラバディ,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50110,,,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50111,ディバインヒール,ディバインヒール,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50115,レッドポーション,レッドポーション,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50116,最高級レッドポーション,最高級レッドポーション,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50117,マテリアルポーション,マテリアルポーション,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50118,高級レッドポーション,高級レッドポーション,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50119,ハロウィンケーキ,ハロウィンケーキ,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50120,割合回復,割合回復10％,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50121,ヒール Lv1,ヒール Lv1,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50122,ヒール Lv2,ヒール Lv2,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50123,ヒール Lv3,ヒール Lv3,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50124,ヒール Lv4,ヒール Lv4,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50125,ヒール Lv5,ヒール Lv5,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50126,ヒール Lv6,ヒール Lv6,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50127,ヒール Lv7,ヒール Lv7,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50131,ミドルヒール Lv1,ミドルヒール Lv1,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50132,ミドルヒール Lv2,ミドルヒール Lv2,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50133,ミドルヒール Lv3,ミドルヒール Lv3,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50134,ミドルヒール Lv4,ミドルヒール Lv4,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50135,ミドルヒール Lv5,ミドルヒール Lv5,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50136,ミドルヒール Lv6,ミドルヒール Lv6,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50137,ミドルヒール Lv7,ミドルヒール Lv7,,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50141,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50142,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50143,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50144,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50145,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50146,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50147,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50151,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
50152,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50153,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50154,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50155,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50156,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50157,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50158,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50160,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50161,雪原の恋人,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,,,,,,,,,,1,GOOD,1,0,,,,,,,,,
50162,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
50163,延命,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
50164,延命,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
50165,延命,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
50166,延命,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
50167,延命,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
50168,延命,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
50171,メディスンポーション,メディスンポーション,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50172,ハイメディスン,ハイメディスン,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50173,ガード成功時HP回復,<color PARAM_UP>ガード成功時HP回復</color>,105007,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,1,
50174,ガード成功時HP回復,<color PARAM_UP>ガード成功時HP回復</color>,105007,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
50175,,,,,,,,,,,,,1,GOOD,0,0,,,,,,,,0,
50176,,,,,,,,,,,,,1,GOOD,0,0,,,,,,,,0,
50177,白百合の医療箱,,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50178,ガード成功時OD回復,<color PARAM_UP>ガード成功時OD回復</color>,105007,1,,1,,,,,,,1,GOOD,0,1,,,,,,,,1,
50179,ガード成功時OD回復,,,,,,,,,,,,1,GOOD,0,0,,,,,,,,0,
50180,ハイメディスン,ハイメディスン,,,,,,,,,,,1,GOOD,0,0,,,,,,,,,
50181,ミドルヒールサークル Lv1（秩序）,ミドルヒールサークル Lv1（秩序）,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50182,ミドルヒールサークル Lv2（秩序）,ミドルヒールサークル Lv2（秩序）,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50183,ミドルヒールサークル Lv3（秩序）,ミドルヒールサークル Lv3（秩序）,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50184,ミドルヒールサークル Lv4（秩序）,ミドルヒールサークル Lv4（秩序）,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50185,ミドルヒールサークル Lv5（秩序）,ミドルヒールサークル Lv5（秩序）,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50186,ミドルヒールサークル Lv6（秩序）,ミドルヒールサークル Lv6（秩序）,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50187,ミドルヒールサークル Lv7（秩序）,ミドルヒールサークル Lv7（秩序）,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50188,ガード成功時リジェネレーション,<color PARAM_UP>ガード成功時リジェネレーション</color>,105007,1,,1,,,,,,,1,GOOD,0,0,,,,,,,,1,
50189,リジェネレーション,<color PARAM_UP>HPが一定時間毎に回復</color>,105017,1,,1,,,,,,,1,GOOD,1,0,,,,,,,,,
50191,ダメージカバー・効果回復（秩序） 3%,ダメージカバー・効果回復（秩序） 3%,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50192,ダメージカバー・効果回復（秩序） 4%,ダメージカバー・効果回復（秩序） 4%,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50193,ダメージカバー・効果回復（秩序） 5%,ダメージカバー・効果回復（秩序） 5%,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50194,ダメージカバー・効果回復（秩序） 6%,ダメージカバー・効果回復（秩序） 6%,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50195,ダメージカバー・効果回復（秩序） 7%,ダメージカバー・効果回復（秩序） 7%,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50196,ダメージカバー・効果回復（秩序） 8%,ダメージカバー・効果回復（秩序） 8%,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50197,ダメージカバー・効果回復（秩序） 9%,ダメージカバー・効果回復（秩序） 9%,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50198,ダメージカバー・効果回復（秩序） 10%,ダメージカバー・効果回復（秩序） 10%,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50201,リペアシールド　Lv1,リペアシールド　Lv1,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50202,リペアシールド　Lv2,リペアシールド　Lv2,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50203,リペアシールド　Lv3,リペアシールド　Lv3,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50204,リペアシールド　Lv4,リペアシールド　Lv4,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50205,リペアシールド　Lv5,リペアシールド　Lv5,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50206,リペアシールド　Lv6,リペアシールド　Lv6,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50207,リペアシールド　Lv7,リペアシールド　Lv7,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50211,リペアシールド　Lv1,リペアシールド　Lv1,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50212,リペアシールド　Lv2,リペアシールド　Lv2,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50213,リペアシールド　Lv3,リペアシールド　Lv3,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50214,リペアシールド　Lv4,リペアシールド　Lv4,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
50215,リペアシールド　Lv5,リペアシールド　Lv5,,,,,,,,,,,1,NONE,0,0,,,,,,,,,
